"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jun 01 15:18:58 GMT 2024","Sat Jun 01 15:18:58 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"skipped","Sat Jun 01 15:19:17 GMT 2024","Sat Jun 01 15:19:17 GMT 2024","1","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","authorizedUserShouldBeAbleCreateNewProject",""
"broken","Sat Jun 01 15:19:18 GMT 2024","Sat Jun 01 15:19:18 GMT 2024","3","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","createUserAndLogin","createUserAndLogin",""
"broken","Sat Jun 01 15:19:01 GMT 2024","Sat Jun 01 15:19:01 GMT 2024","60","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","canNotCreateTwoProjectsWithTheSameId","canNotCreateTwoProjectsWithTheSameId",""
"skipped","Sat Jun 01 15:18:58 GMT 2024","Sat Jun 01 15:18:58 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","twoBuildConfigurationsWithTheSameNameCanBeCreatedInDifferentProjects","twoBuildConfigurationsWithTheSameNameCanBeCreatedInDifferentProjects",""
"broken","Sat Jun 01 15:19:00 GMT 2024","Sat Jun 01 15:19:00 GMT 2024","38","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithShortId","projectCanBeCreatedWithShortId",""
"broken","Sat Jun 01 15:18:58 GMT 2024","Sat Jun 01 15:18:58 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","prepareTestData","prepareTestData",""
"broken","Sat Jun 01 15:19:02 GMT 2024","Sat Jun 01 15:19:02 GMT 2024","54","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","canNotCreateTwoProjectsWithTheSameName","canNotCreateTwoProjectsWithTheSameName",""
"broken","Sat Jun 01 15:18:58 GMT 2024","Sat Jun 01 15:18:58 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","prepareTestData","prepareTestData",""
"broken","Sat Jun 01 15:19:17 GMT 2024","Sat Jun 01 15:19:17 GMT 2024","2","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createUserAndLogin","createUserAndLogin",""
"passed","Sat Jun 01 15:19:05 GMT 2024","Sat Jun 01 15:19:05 GMT 2024","15","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutName","projectCanNotBeCreatedWithoutName",""
"passed","Sat Jun 01 15:19:04 GMT 2024","Sat Jun 01 15:19:04 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutId","projectCanNotBeCreatedWithoutId",""
"broken","Sat Jun 01 15:18:59 GMT 2024","Sat Jun 01 15:18:59 GMT 2024","48","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithIdUpTo225Symbols","projectCanBeCreatedWithIdUpTo225Symbols",""
"skipped","Sat Jun 01 15:18:58 GMT 2024","Sat Jun 01 15:18:58 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 15:19:01 GMT 2024","Sat Jun 01 15:19:01 GMT 2024","59","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithShortName","projectCanBeCreatedWithShortName",""
"skipped","Sat Jun 01 15:18:58 GMT 2024","Sat Jun 01 15:18:58 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithIdUpTo225Symbols","buildConfigurationCanBeCreatedWithIdUpTo225Symbols",""
"skipped","Sat Jun 01 15:18:58 GMT 2024","Sat Jun 01 15:18:58 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithoutProject","buildConfigurationCanNotBeCreatedWithoutProject",""
"skipped","Sat Jun 01 15:18:58 GMT 2024","Sat Jun 01 15:18:58 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithIdMoreThen225Symbols","buildConfigurationCanNotBeCreatedWithIdMoreThen225Symbols",""
"broken","Sat Jun 01 15:19:01 GMT 2024","Sat Jun 01 15:19:01 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 15:19:06 GMT 2024","Sat Jun 01 15:19:07 GMT 2024","440","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"broken","Sat Jun 01 15:18:59 GMT 2024","Sat Jun 01 15:18:59 GMT 2024","68","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithLongName","projectCanBeCreatedWithLongName",""
"broken","Sat Jun 01 15:19:00 GMT 2024","Sat Jun 01 15:19:00 GMT 2024","37","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithNameEqualsId","projectCanBeCreatedWithNameEqualsId",""
