"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jun 01 14:30:13 GMT 2024","Sat Jun 01 14:30:13 GMT 2024","66","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithAsSubprojectToAnotherProject","projectCanBeCreatedWithAsSubprojectToAnotherProject",""
"broken","Sat Jun 01 14:30:00 GMT 2024","Sat Jun 01 14:30:02 GMT 2024","2240","Surefire suite","Surefire test","com.example.teamcity.api.BaseTest","com.example.teamcity.api.BaseTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"skipped","Sat Jun 01 14:30:13 GMT 2024","Sat Jun 01 14:30:13 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithoutId","buildConfigurationCanNotBeCreatedWithoutId",""
"skipped","Sat Jun 01 14:30:34 GMT 2024","Sat Jun 01 14:30:34 GMT 2024","0","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectAsSubproject","authorizedUserShouldBeAbleCreateNewProjectAsSubproject",""
"broken","Sat Jun 01 14:30:22 GMT 2024","Sat Jun 01 14:30:22 GMT 2024","122","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"passed","Sat Jun 01 14:30:17 GMT 2024","Sat Jun 01 14:30:17 GMT 2024","62","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithIdMoreThen225Symbols","projectCanNotBeCreatedWithIdMoreThen225Symbols",""
"skipped","Sat Jun 01 14:30:12 GMT 2024","Sat Jun 01 14:30:12 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 14:30:21 GMT 2024","Sat Jun 01 14:30:21 GMT 2024","46","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"broken","Sat Jun 01 14:30:12 GMT 2024","Sat Jun 01 14:30:12 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","prepareTestData","prepareTestData",""
"skipped","Sat Jun 01 14:30:34 GMT 2024","Sat Jun 01 14:30:34 GMT 2024","0","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 14:30:14 GMT 2024","Sat Jun 01 14:30:14 GMT 2024","52","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithIdUpTo225Symbols","projectCanBeCreatedWithIdUpTo225Symbols",""
"broken","Sat Jun 01 14:30:33 GMT 2024","Sat Jun 01 14:30:33 GMT 2024","2","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createUserAndLogin","createUserAndLogin",""
