"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 01 21:38:34 GMT 2024","Sat Jun 01 21:38:35 GMT 2024","1406","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithIdUpTo225Symbols","buildConfigurationCanBeCreatedWithIdUpTo225Symbols",""
"passed","Sat Jun 01 21:38:42 GMT 2024","Sat Jun 01 21:38:42 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithoutProject","buildConfigurationCanNotBeCreatedWithoutProject",""
"passed","Sat Jun 01 21:38:46 GMT 2024","Sat Jun 01 21:38:46 GMT 2024","21","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithShortName","projectCanBeCreatedWithShortName",""
"passed","Sat Jun 01 21:38:46 GMT 2024","Sat Jun 01 21:38:46 GMT 2024","19","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithShortId","projectCanBeCreatedWithShortId",""
"passed","Sat Jun 01 21:39:40 GMT 2024","Sat Jun 01 21:39:49 GMT 2024","8566","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectAsSubproject","authorizedUserShouldBeAbleCreateNewProjectAsSubproject",""
"passed","Sat Jun 01 21:38:50 GMT 2024","Sat Jun 01 21:38:50 GMT 2024","8","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutLocator","projectCanNotBeCreatedWithoutLocator",""
"passed","Sat Jun 01 21:40:00 GMT 2024","Sat Jun 01 21:40:00 GMT 2024","45","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:38:36 GMT 2024","Sat Jun 01 21:38:36 GMT 2024","86","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithLongName","buildConfigurationCanBeCreatedWithLongName",""
"passed","Sat Jun 01 21:38:44 GMT 2024","Sat Jun 01 21:38:44 GMT 2024","66","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithAsSubprojectToAnotherProject","projectCanBeCreatedWithAsSubprojectToAnotherProject",""
"passed","Sat Jun 01 21:38:38 GMT 2024","Sat Jun 01 21:38:38 GMT 2024","95","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","twoBuildConfigurationsCanBeCreatedInOneProject","twoBuildConfigurationsCanBeCreatedInOneProject",""
"passed","Sat Jun 01 21:38:52 GMT 2024","Sat Jun 01 21:38:52 GMT 2024","59","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"passed","Sat Jun 01 21:38:46 GMT 2024","Sat Jun 01 21:38:46 GMT 2024","29","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithNameEqualsId","projectCanBeCreatedWithNameEqualsId",""
"passed","Sat Jun 01 21:38:36 GMT 2024","Sat Jun 01 21:38:36 GMT 2024","83","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithNameEqualsId","buildConfigurationCanBeCreatedWithNameEqualsId",""
"passed","Sat Jun 01 21:38:34 GMT 2024","Sat Jun 01 21:38:34 GMT 2024","153","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:38:49 GMT 2024","Sat Jun 01 21:38:49 GMT 2024","7","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithIdStartingWithNumber","projectCanNotBeCreatedWithIdStartingWithNumber",""
"passed","Sat Jun 01 21:38:21 GMT 2024","Sat Jun 01 21:38:24 GMT 2024","2326","Surefire suite","Surefire test","com.example.teamcity.api.BaseTest","com.example.teamcity.api.BaseTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:40:02 GMT 2024","Sat Jun 01 21:40:10 GMT 2024","8202","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfig","authorizedUserShouldBeAbleCreateNewBuildConfig",""
"passed","Sat Jun 01 21:39:13 GMT 2024","Sat Jun 01 21:39:39 GMT 2024","25075","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","authorizedUserShouldBeAbleCreateNewProject",""
"passed","Sat Jun 01 21:38:40 GMT 2024","Sat Jun 01 21:38:40 GMT 2024","33","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithIdMoreThen225Symbols","buildConfigurationCanNotBeCreatedWithIdMoreThen225Symbols",""
"passed","Sat Jun 01 21:38:45 GMT 2024","Sat Jun 01 21:38:45 GMT 2024","35","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithIdUpTo225Symbols","projectCanBeCreatedWithIdUpTo225Symbols",""
"passed","Sat Jun 01 21:39:11 GMT 2024","Sat Jun 01 21:39:11 GMT 2024","180","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"failed","Sat Jun 01 21:38:51 GMT 2024","Sat Jun 01 21:38:52 GMT 2024","176","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Sat Jun 01 21:38:40 GMT 2024","Sat Jun 01 21:38:40 GMT 2024","31","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedInNonExistingProject","buildConfigurationCanNotBeCreatedInNonExistingProject",""
"passed","Sat Jun 01 21:38:49 GMT 2024","Sat Jun 01 21:38:49 GMT 2024","6","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutId","projectCanNotBeCreatedWithoutId",""
"passed","Sat Jun 01 21:38:48 GMT 2024","Sat Jun 01 21:38:48 GMT 2024","28","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","canNotCreateTwoProjectsWithTheSameName","canNotCreateTwoProjectsWithTheSameName",""
"passed","Sat Jun 01 21:38:37 GMT 2024","Sat Jun 01 21:38:37 GMT 2024","288","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithShortId","buildConfigurationCanBeCreatedWithShortId",""
"passed","Sat Jun 01 21:38:43 GMT 2024","Sat Jun 01 21:38:43 GMT 2024","92","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","canNotCreateTwoBuildConfigurationsWithTheSameIdEvenInDifferentProjects","canNotCreateTwoBuildConfigurationsWithTheSameIdEvenInDifferentProjects",""
"passed","Sat Jun 01 21:38:44 GMT 2024","Sat Jun 01 21:38:44 GMT 2024","28","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:38:37 GMT 2024","Sat Jun 01 21:38:37 GMT 2024","54","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithShortName","buildConfigurationCanBeCreatedWithShortName",""
"passed","Sat Jun 01 21:38:43 GMT 2024","Sat Jun 01 21:38:43 GMT 2024","42","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","canNotCreateTwoBuildConfigurationsWithTheSameNameInOneProject","canNotCreateTwoBuildConfigurationsWithTheSameNameInOneProject",""
"passed","Sat Jun 01 21:38:49 GMT 2024","Sat Jun 01 21:38:49 GMT 2024","7","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithNonExistingLocator","projectCanNotBeCreatedWithNonExistingLocator",""
"passed","Sat Jun 01 21:38:47 GMT 2024","Sat Jun 01 21:38:47 GMT 2024","51","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","canNotCreateTwoProjectsWithTheSameId","canNotCreateTwoProjectsWithTheSameId",""
"passed","Sat Jun 01 21:38:47 GMT 2024","Sat Jun 01 21:38:47 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:38:39 GMT 2024","Sat Jun 01 21:38:39 GMT 2024","72","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:38:50 GMT 2024","Sat Jun 01 21:38:50 GMT 2024","9","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutName","projectCanNotBeCreatedWithoutName",""
"passed","Sat Jun 01 21:38:38 GMT 2024","Sat Jun 01 21:38:39 GMT 2024","125","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","twoBuildConfigurationsWithTheSameNameCanBeCreatedInDifferentProjects","twoBuildConfigurationsWithTheSameNameCanBeCreatedInDifferentProjects",""
"passed","Sat Jun 01 21:38:50 GMT 2024","Sat Jun 01 21:38:50 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:39:51 GMT 2024","Sat Jun 01 21:39:58 GMT 2024","6570","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","emptyRequiredFieldsCauseErrorsOnProjectCreation","emptyRequiredFieldsCauseErrorsOnProjectCreation",""
"passed","Sat Jun 01 21:38:41 GMT 2024","Sat Jun 01 21:38:41 GMT 2024","22","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithIdStartingWithNumber","buildConfigurationCanNotBeCreatedWithIdStartingWithNumber",""
"passed","Sat Jun 01 21:40:12 GMT 2024","Sat Jun 01 21:40:18 GMT 2024","5774","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","emptyRequiredFieldsCauseErrorsOnBuildConfigCreation","emptyRequiredFieldsCauseErrorsOnBuildConfigCreation",""
"passed","Sat Jun 01 21:38:48 GMT 2024","Sat Jun 01 21:38:48 GMT 2024","18","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithIdMoreThen225Symbols","projectCanNotBeCreatedWithIdMoreThen225Symbols",""
"passed","Sat Jun 01 21:38:51 GMT 2024","Sat Jun 01 21:38:51 GMT 2024","138","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
