"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 01 21:16:13 GMT 2024","Sat Jun 01 21:16:13 GMT 2024","200","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:15:38 GMT 2024","Sat Jun 01 21:15:38 GMT 2024","56","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithLongName","buildConfigurationCanBeCreatedWithLongName",""
"passed","Sat Jun 01 21:15:51 GMT 2024","Sat Jun 01 21:15:51 GMT 2024","6","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithNonExistingLocator","projectCanNotBeCreatedWithNonExistingLocator",""
"passed","Sat Jun 01 21:15:41 GMT 2024","Sat Jun 01 21:15:41 GMT 2024","43","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedInNonExistingProject","buildConfigurationCanNotBeCreatedInNonExistingProject",""
"passed","Sat Jun 01 21:15:51 GMT 2024","Sat Jun 01 21:15:51 GMT 2024","7","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutId","projectCanNotBeCreatedWithoutId",""
"passed","Sat Jun 01 21:17:20 GMT 2024","Sat Jun 01 21:17:26 GMT 2024","6718","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfig","authorizedUserShouldBeAbleCreateNewBuildConfig",""
"passed","Sat Jun 01 21:15:48 GMT 2024","Sat Jun 01 21:15:48 GMT 2024","37","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:15:52 GMT 2024","Sat Jun 01 21:15:52 GMT 2024","8","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutLocator","projectCanNotBeCreatedWithoutLocator",""
"passed","Sat Jun 01 21:15:43 GMT 2024","Sat Jun 01 21:15:43 GMT 2024","90","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","canNotCreateTwoBuildConfigurationsWithTheSameIdEvenInDifferentProjects","canNotCreateTwoBuildConfigurationsWithTheSameIdEvenInDifferentProjects",""
"passed","Sat Jun 01 21:15:39 GMT 2024","Sat Jun 01 21:15:39 GMT 2024","53","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithShortName","buildConfigurationCanBeCreatedWithShortName",""
"passed","Sat Jun 01 21:15:38 GMT 2024","Sat Jun 01 21:15:38 GMT 2024","40","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithShortId","buildConfigurationCanBeCreatedWithShortId",""
"passed","Sat Jun 01 21:15:44 GMT 2024","Sat Jun 01 21:15:44 GMT 2024","53","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","canNotCreateTwoBuildConfigurationsWithTheSameNameInOneProject","canNotCreateTwoBuildConfigurationsWithTheSameNameInOneProject",""
"passed","Sat Jun 01 21:15:36 GMT 2024","Sat Jun 01 21:15:36 GMT 2024","154","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:15:45 GMT 2024","Sat Jun 01 21:15:45 GMT 2024","33","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithIdUpTo225Symbols","projectCanBeCreatedWithIdUpTo225Symbols",""
"passed","Sat Jun 01 21:15:47 GMT 2024","Sat Jun 01 21:15:47 GMT 2024","26","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithShortId","projectCanBeCreatedWithShortId",""
"failed","Sat Jun 01 21:15:54 GMT 2024","Sat Jun 01 21:15:54 GMT 2024","185","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Sat Jun 01 21:15:39 GMT 2024","Sat Jun 01 21:15:39 GMT 2024","89","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationWithStepsCanBeCreated","buildConfigurationWithStepsCanBeCreated",""
"passed","Sat Jun 01 21:17:17 GMT 2024","Sat Jun 01 21:17:17 GMT 2024","67","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:17:29 GMT 2024","Sat Jun 01 21:17:37 GMT 2024","8459","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","emptyRequiredFieldsCauseErrorsOnBuildConfigCreation","emptyRequiredFieldsCauseErrorsOnBuildConfigCreation",""
"passed","Sat Jun 01 21:15:52 GMT 2024","Sat Jun 01 21:15:52 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:15:23 GMT 2024","Sat Jun 01 21:15:26 GMT 2024","2276","Surefire suite","Surefire test","com.example.teamcity.api.BaseTest","com.example.teamcity.api.BaseTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:17:11 GMT 2024","Sat Jun 01 21:17:15 GMT 2024","4667","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","emptyRequiredFieldsCauseErrorsOnProjectCreation","emptyRequiredFieldsCauseErrorsOnProjectCreation",""
"passed","Sat Jun 01 21:15:46 GMT 2024","Sat Jun 01 21:15:46 GMT 2024","31","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithLongName","projectCanBeCreatedWithLongName",""
"passed","Sat Jun 01 21:15:50 GMT 2024","Sat Jun 01 21:15:50 GMT 2024","22","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithIdStartingWithNumber","projectCanNotBeCreatedWithIdStartingWithNumber",""
"passed","Sat Jun 01 21:15:47 GMT 2024","Sat Jun 01 21:15:47 GMT 2024","60","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithShortName","projectCanBeCreatedWithShortName",""
"passed","Sat Jun 01 21:15:45 GMT 2024","Sat Jun 01 21:15:45 GMT 2024","54","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithAsSubprojectToAnotherProject","projectCanBeCreatedWithAsSubprojectToAnotherProject",""
"passed","Sat Jun 01 21:15:40 GMT 2024","Sat Jun 01 21:15:40 GMT 2024","130","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","twoBuildConfigurationsWithTheSameNameCanBeCreatedInDifferentProjects","twoBuildConfigurationsWithTheSameNameCanBeCreatedInDifferentProjects",""
"passed","Sat Jun 01 21:15:41 GMT 2024","Sat Jun 01 21:15:41 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithIdStartingWithNumber","buildConfigurationCanNotBeCreatedWithIdStartingWithNumber",""
"passed","Sat Jun 01 21:15:55 GMT 2024","Sat Jun 01 21:15:55 GMT 2024","39","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightToCreateProject","unauthorizedUserShouldNotHaveRightToCreateProject",""
"passed","Sat Jun 01 21:15:44 GMT 2024","Sat Jun 01 21:15:44 GMT 2024","30","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"passed","Sat Jun 01 21:15:53 GMT 2024","Sat Jun 01 21:15:53 GMT 2024","212","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Sat Jun 01 21:15:54 GMT 2024","Sat Jun 01 21:15:54 GMT 2024","47","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
